ID_epistem,name_epist,class_id,class_name,latitude,longitude,tree_presence,tree_cover,vegetation_height,shrub_presence,herb_presence,graminoid_proxy_ndvi_std,builtup_presence,building_presence,bareSoil_presence,bare_soil_temporal_length,waterbody_presence,water_horizontal_spreading,artificiality,construction_use,vegetation_artificiality,elev,timber_extraction_rotation,agricultural_activity_type,oilpalm_presence,rubber_presence,mangrove_presence,coffee_presence,other_species_presence
20,Settlement,20,Settlement,-3.696032927,104.5040809,0,14,0,0,0,0,0.9204,1,0,0,0,0,0,13,1,27,0,0,0,0,,,
20,Settlement,20,Settlement,-3.695034088,104.5036573,1,12,6,0,0,0,0.9421,1,0,0,0,0,0,13,1,26,0,0,0,0,,,
20,Settlement,20,Settlement,-3.696394114,104.5033541,0,13,0,0,0,0,0.9518,1,0,0,0,0,0,13,1,28,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.575070892,104.4917738,0,37,0,0,0.731783788,0,0,0,1,0,0,0,0,11,0,34,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.676555573,104.5214669,1,47,14,0,0,0,0,0,0,0,13,0,0,11,0,26,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.678312459,104.5284855,1,42,10,0,0,0,0,0,0,0,12,0,0,11,0,21,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.659044683,104.5532648,0,43,3,1,0,0,0,0,0,0,18,0,0,11,0,19,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.660074736,104.5554453,0,32,0,0,0.465043562,1,0,0,0,0,10,0,0,11,0,17,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.581077301,104.6184301,0,32,0,0,0.676369657,0,0,0,0,0,35,0,0,11,0,21,0,0,0,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.131412633,104.6008389,1,50,12,0,0,0,0,0,0,0,0,0,0,11,0,4,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.133428147,104.6001968,1,43,11,0,0,0,0,0,0,0,0,0,0,11,0,2,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.100444176,104.6274553,1,33,10,0,0,0,0,0,0,0,0,0,0,12,0,6,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.142431072,104.5830427,1,37,10,0,0,0,0,0,0,0,0,0,0,11,0,4,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.146622627,104.5767553,1,34,8,0,0,0,0,0,0,0,0,0,0,11,0,5,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.134489413,104.5674403,1,51,10,0,0,0,0,0,0,0,0,0,0,12,0,9,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.132308912,104.5873591,1,42,11,0,0,0,0,0,0,0,0,0,0,11,0,4,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.135978752,104.6279592,1,52,11,0,0,0,0,0,0,0,0,0,0,11,0,3,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.154122835,104.568127,1,44,12,0,0,0,0,0,0,0,0,0,0,12,0,4,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.139287405,104.5825611,1,37,11,0,0,0,0,0,0,0,0,0,0,11,0,4,0,1,1,0,,,
13,Other Cropland,13,Cropland,-3.233378897,104.6258411,0,15,0,0,0.904103399,1,0,0,0,0,0,0,0,11,1,16,0,1,0,0,,,
13,Other Cropland,13,Cropland,-3.224919982,104.6092934,0,14,0,0,0.930478582,1,0,0,0,0,0,0,0,11,0,16,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.672823306,104.579462,1,39,10,0,0,0,0,0,0,0,14,0,0,11,0,23,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.652935715,104.5823559,0,45,4,1,0,0,0,0,0,0,25,0,0,11,0,24,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.682392536,104.5815756,0,28,0,0,0.744885773,0,0,0,0,0,16,0,0,11,0,18,0,0,0,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.70509382,104.3912166,1,62,13,0,0,0,0,0,0,0,0,0,0,11,0,37,4,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.705165166,104.3849828,1,64,13,0,0,0,0,0,0,0,0,0,0,11,0,31,7,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.709731285,104.383373,1,56,13,0,0,0,0,0,0,0,0,0,0,11,0,27,5,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.696452082,104.4001392,1,59,15,0,0,0,0,0,0,0,0,0,0,11,0,34,6,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.711769094,104.3811078,1,56,14,0,0,0,0,0,0,0,0,0,0,11,0,45,5,1,1,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.654420596,104.5390269,1,40,9,0,0,0,0,0,0,0,20,0,0,11,0,17,0,0,0,0,,,
8,Rubber monoculture,4,Tree-based not oil palm,-3.610235363,104.5226308,1,44,15,0,0,0,0,0,0,0,0,0,0,11,0,37,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.609214229,104.5259483,1,42,12,0,0,0,0,0,0,0,0,0,0,12,0,44,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.6302924,104.499546,1,44,14,0,0,0,0,0,0,0,0,0,0,11,0,36,5,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.271022628,104.7260282,0,42,3,1,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.370282217,104.7491263,1,38,11,0,0,0,0,0,0,0,0,0,0,12,0,25,3,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.351687766,104.691109,1,47,14,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.373176174,104.729814,1,43,8,0,0,0,0,0,0,0,0,0,0,11,0,29,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.380498018,104.7268442,1,46,8,0,0,0,0,0,0,0,0,0,0,11,0,23,17,0,0,1,,,0
18,Grass or Savanna,18,Grass and savanna,-3.563611003,104.5425719,0,52,3,1,0.968071026,0,0,0,0,0,0,0,0,11,0,25,0,0,0,1,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.404768905,104.7350935,1,27,11,0,0,0,0,0,0,0,0,0,0,12,0,17,9,1,0,1,,,
15,Rubber agroforestry,4,Tree-based not oil palm,-3.362839978,104.7691611,1,42,11,0,0,0,0,0,0,0,0,0,0,21,0,17,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.36153792,104.7718856,1,42,13,0,0,0,0,0,0,0,0,0,0,21,0,18,0,1,0,0,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.374264195,104.7605862,1,36,9,0,0,0,0,0,0,0,0,0,0,11,0,15,22,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.737997527,104.5431872,1,37,7,0,0,0,0,0,0,0,0,0,0,13,0,27,0,1,0,0,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.738434518,104.5412698,0,30,0,0,0.799522173,0,0,0,0,0,0,0,0,13,0,19,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.743544648,104.5390715,1,31,6,0,0,0,0,0,0,0,0,0,0,13,0,21,2,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.215542493,104.5622543,1,38,10,0,0,0,0,0,0,0,0,0,0,12,0,19,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.203810598,104.5479228,0,44,0,0,0.754000948,0,0,0,0,0,0,0,0,21,0,15,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.329633052,104.5818877,1,39,14,0,0,0,0,0,0,0,0,0,0,11,0,26,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.329182683,104.5861819,1,33,15,0,0,0,0,0,0,0,0,0,0,11,0,26,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.545837026,104.3748472,0,37,5,0,0.818201687,0,0,0,0,0,0,0,0,13,0,23,0,1,0,0,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.547571616,104.3818703,1,40,9,0,0,0,0,0,0,0,0,0,0,11,0,35,12,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.544869401,104.3719176,1,38,11,0,0,0,0,0,0,0,0,0,0,13,0,24,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.55186573,104.3310945,1,39,12,0,0,0,0,0,0,0,0,0,0,12,0,21,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.552035176,104.3324189,1,44,13,0,0,0,0,0,0,0,0,0,0,13,0,25,0,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.552748632,104.3317322,1,51,14,0,0,0,0,0,0,0,0,0,0,13,0,26,23,1,0,1,,,1
15,Rubber agroforestry,4,Tree-based not oil palm,-3.553029556,104.3270234,1,49,10,0,0,0,0,0,0,0,0,0,0,12,0,33,18,1,0,1,,,1
9,Oil palm monoculture,9,Oil Palm monoculture,-3.697477675,104.3900394,1,70,14,0,0,0,0,0,0,0,0,0,0,12,0,38,4,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.716959488,104.3849738,1,41,12,0,0,0,0,0,0,0,0,0,0,11,0,30,5,1,1,1,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.71684801,104.3804612,1,50,16,0,0,0,0,0,0,0,0,0,0,12,0,47,6,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.692523614,104.411394,1,53,12,0,0,0,0,0,0,0,0,0,0,11,0,28,5,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.548882592,104.3939456,1,58,13,0,0,0,0,0,0,0,0,0,0,11,0,26,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.540958769,104.4085848,1,62,15,0,0,0,0,0,0,0,0,0,0,11,0,26,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.52785793,104.4215741,1,55,11,0,0,0,0,0,0,0,0,0,0,11,0,24,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.52631954,104.3667584,1,63,14,0,0,0,0,0,0,0,0,0,0,11,0,24,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.711617485,104.3904229,1,62,13,0,0,0,0,0,0,0,0,0,0,11,0,32,5,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.707269861,104.3896024,1,63,14,0,0,0,0,0,0,0,0,0,0,11,0,35,4,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.709637644,104.388666,1,67,13,0,0,0,0,0,0,0,0,0,0,11,0,32,5,1,1,1,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.523265056,104.3856918,1,64,14,0,0,0,0,0,0,0,0,0,0,12,0,37,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.536914365,104.4269697,1,69,14,0,0,0,0,0,0,0,0,0,0,11,0,29,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.544731169,104.4013209,1,68,14,0,0,0,0,0,0,0,0,0,0,11,0,16,0,1,1,0,,,
8,Rubber monoculture,4,Tree-based not oil palm,-3.639246275,104.4593249,0,55,0,0,0.344693527,0,0,0,0,0,0,0,0,11,0,40,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.627130897,104.4797565,1,37,13,0,0,0,0,0,0,0,0,0,0,11,0,43,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.614832696,104.4837608,1,44,14,0,0,0,0,0,0,0,0,0,0,11,0,40,16,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.653426216,104.4685731,1,48,16,0,0,0,0,0,0,0,0,0,0,11,0,33,8,0,0,1,,,0
9,Oil palm monoculture,9,Oil Palm monoculture,-3.656520832,104.4415331,1,45,14,0,0,0,0,0,0,0,0,0,0,11,0,36,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.654500859,104.4402934,1,51,14,0,0,0,0,0,0,0,0,0,0,11,0,29,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.657800594,104.4371988,1,39,12,0,0,0,0,0,0,0,0,0,0,11,0,33,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.649421943,104.4475172,1,47,14,0,0,0,0,0,0,0,0,0,0,11,0,35,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.661430302,104.4373237,1,53,13,0,0,0,0,0,0,0,0,0,0,11,0,33,0,1,1,0,,,
2,Secondary Dryland Forest,2,Logged-over forest,-3.718502337,104.5411494,1,39,11,0,0,0,0,0,0,0,0,0,0,11,0,33,9,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.543442489,104.5372165,0,29,0,0,0.112146823,0,0,0,0,0,39,0,0,11,0,15,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.25915696,104.6940475,1,30,9,0,0,0,0,0,0,0,20,0,0,11,0,13,9,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.219631488,104.606114,1,26,9,0,0,0,0,0,0,0,19,0,0,11,0,8,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.271530965,104.557162,0,29,0,0,0.029233171,0,0,0,0,0,14,0,0,11,0,6,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.273573234,104.5617103,0,30,0,0,0.899385189,0,0,0,0,0,16,0,0,11,0,6,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.193719652,104.6314105,0,15,0,0,0.63943399,0,0,0,0,0,26,0,0,11,0,11,0,0,0,0,,,
23,Waterbody,23,Waterbody,-3.151652493,104.6511822,0,26,0,0,0.092276534,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.131234269,104.7131949,1,24,8,0,0,0,0,0,0,0,0,0,0,11,0,5,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.120554722,104.7183407,1,19,10,0,0,0,0,0,0,0,0,0,0,11,0,6,0,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.13291535,104.6341306,1,33,10,0,0,0,0,0,0,0,0,0,0,11,0,6,7,1,1,0,,,
21,Cleared Land,21,Cleared land,-3.107440506,104.6786146,0,27,3,1,0,0,0,0,1,0,0,0,0,11,0,10,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.107672379,104.6833813,0,28,0,0,0.076629776,0,0,0,1,0,0,0,0,11,0,10,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.11034784,104.6827482,0,33,0,0,0.46568688,1,0,0,1,0,0,0,0,11,0,8,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.089844893,104.6737229,0,15,0,0,0.894462303,0,0,0,1,0,0,0,0,11,0,6,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.08594318,104.6742179,0,26,3,1,0,0,0,0,1,0,0,0,0,11,0,9,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.087392387,104.672675,0,23,0,0,0.311101394,0,0,0,1,0,0,0,0,11,0,8,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.089572888,104.6745568,0,23,0,0,0.456781943,0,0,0,1,0,0,0,0,11,0,7,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.108845123,104.6802065,0,31,0,0,0.074525984,1,0,0,1,0,0,0,0,11,0,8,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.201215401,104.6396063,0,15,0,0,0.181606336,1,0,0,1,0,0,0,0,11,0,19,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.18524736,104.5997331,0,32,0,0,0.001666263,0,0,0,1,0,0,0,0,11,0,17,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.191918175,104.6161113,0,29,0,0,0.765155804,0,0.10706254,1,1,0,0,0,0,12,1,18,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.190509099,104.6012313,0,32,0,0,0.724729856,0,0,0,1,0,0,0,0,12,0,20,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.353422356,104.6985066,0,12,0,0,0.160707689,1,0,0,1,0,0,0,0,11,0,16,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.39075395,104.6751053,0,11,0,0,0.178298809,1,0,0,1,0,0,0,0,12,0,24,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.381363083,104.687894,0,13,0,0,0,1,0,0,1,0,0,0,0,11,1,20,0,1,0,0,,,
21,Cleared Land,21,Cleared land,-3.409080856,104.6316469,0,13,0,0,0,1,0,0,1,0,0,0,0,11,1,21,0,1,0,0,,,
21,Cleared Land,21,Cleared land,-3.429222615,104.601753,0,6,0,0,0,1,0,0,1,0,0,0,0,11,1,19,0,1,0,0,,,
21,Cleared Land,21,Cleared land,-3.29918631,104.6002682,0,13,0,0,0,1,0,0,1,0,0,0,0,11,1,16,0,1,0,0,,,
21,Cleared Land,21,Cleared land,-3.328348831,104.5444268,0,7,0,0,0,1,0,0,1,0,0,0,0,11,1,20,0,1,0,0,,,
21,Cleared Land,21,Cleared land,-3.305986439,104.6269559,0,10,0,0,0,1,0.368445966,0,1,0,0,0,0,11,1,20,0,1,0,0,,,
21,Cleared Land,21,Cleared land,-3.315301501,104.5594897,0,8,0,0,0,1,0,0,1,0,0,0,0,11,1,21,0,1,0,0,,,
21,Cleared Land,21,Cleared land,-3.492434832,104.5470131,0,5,0,0,0.196065701,1,0,0,1,0,0,0,0,11,0,37,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.524611705,104.4433524,0,5,0,0,0,0,0.53349134,0,1,0,0,0,0,11,1,17,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.417455047,104.5785345,0,46,0,0,0.618225169,0,0,0,1,0,0,0,0,11,0,11,0,0,0,1,,,
21,Cleared Land,21,Cleared land,-3.072650599,104.7385672,0,17,0,0,0.762529096,1,0,0,1,0,0,0,0,21,0,6,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.058983455,104.7031887,0,17,0,0,0.522827482,1,0,0,1,0,0,0,0,11,0,4,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.096600431,104.7345005,0,13,0,0,0,1,0.617991024,0,1,0,0,0,0,12,1,3,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.575610444,104.4964291,0,36,0,0,0.831502105,0,0,0,1,0,0,0,0,11,0,29,0,0,0,0,,,
21,Cleared Land,21,Cleared land,-3.586709146,104.4752038,0,45,0,0,0.541641826,0,0,0,1,0,0,0,0,11,0,33,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.558398313,104.6150412,0,34,0,0,0.210740857,1,0,0,0,0,39,0,0,11,0,13,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.577331657,104.6134671,0,27,0,0,0.146490454,0,0,0,0,0,24,0,0,11,0,12,0,0,0,0,,,
17,Paddy Field,18,Grass and savanna,-3.119114432,104.7950417,0,8,0,0,0.90482781,1,0,0,1,0,0,0,0,21,1,4,0,1,0,0,,,
17,Paddy Field,18,Grass and savanna,-3.107502933,104.7863464,0,10,0,0,0.97393815,1,0,0,0,0,0,0,0,21,1,7,0,1,0,0,,,
17,Paddy Field,18,Grass and savanna,-3.106838527,104.7853209,0,8,0,0,0.931402843,1,0,0,0,0,0,0,0,21,1,6,0,1,0,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.136411285,104.6142251,1,47,12,0,0,0,0,0,0,0,0,0,0,12,0,4,7,1,1,0,,,
9,Oil palm monoculture,9,Oil Palm monoculture,-3.146515608,104.6492558,0,17,0,0,0.091695899,0,0,0,0,0,0,0,0,11,0,5,0,1,0,0,,,
13,Other Cropland,13,Cropland,-3.215444392,104.6667578,0,12,0,0,0.900154378,1,0,0,1,0,0,0,0,21,0,8,0,0,0,1,,,
13,Other Cropland,13,Cropland,-3.208911809,104.6773125,0,19,0,0,0.987688295,1,0,0,0,0,0,0,0,11,0,5,0,0,0,0,,,
8,Rubber monoculture,4,Tree-based not oil palm,-3.265827775,104.7291808,0,47,0,0,0.562776882,0,0,0,0,0,0,0,0,12,0,13,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.26758912,104.7248777,0,38,5,0,0.45607836,0,0,0,0,0,0,0,0,12,0,12,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.26833379,104.7285164,0,33,5,0,0.282478796,0,0,0,0,0,0,0,0,11,0,7,0,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.386878991,104.7403241,1,33,15,0,0,0,0,0,0,0,0,0,0,11,0,34,9,0,0,1,,,0
8,Rubber monoculture,4,Tree-based not oil palm,-3.385590311,104.7342151,0,23,3,1,0,0,0,0,0,0,0,0,0,11,0,36,0,0,0,1,,,0
18,Grass or Savanna,18,Grass and savanna,-3.304697759,104.6779145,0,14,0,0,0.970715732,1,0.457164867,0,0,0,0,0,0,21,1,12,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.304755727,104.6776692,0,12,0,0,0.978255956,1,0,0,0,0,0,0,0,21,0,14,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.140888223,104.699987,0,13,0,0,0.902025406,1,0,0,0,0,0,0,0,11,0,4,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.140090044,104.696607,0,16,0,0,0.998504423,1,0,0,1,0,0,0,0,11,0,3,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.142560386,104.6999157,0,14,0,0,0.916846303,1,0,0,0,0,0,0,0,11,0,4,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.103030455,104.7083434,0,21,0,0,0.900050541,1,0,0,1,0,0,0,0,21,0,4,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.102334835,104.7114781,0,16,0,0,0.99178887,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.131381419,104.7101538,0,15,0,0,0.936520128,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.408670618,104.7225858,0,12,0,0,0.999287911,1,0,0,1,0,0,0,0,11,0,19,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.5783082,104.494583,0,29,0,0,0.909014806,0,0,0,0,0,0,0,0,11,0,30,0,0,0,0,,,
18,Grass or Savanna,18,Grass and savanna,-3.562634459,104.5420145,0,38,5,0,0.973626063,0,0,0,0,0,0,0,0,11,0,29,0,0,0,1,,,
18,Grass or Savanna,18,Grass and savanna,-3.577331657,104.4959074,0,30,0,0,0.992470442,0,0,0,0,0,0,0,0,11,0,31,0,0,0,0,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.355696498,104.7940696,0,9,0,0,0,1,0.654072622,1,0,0,0,0,0,21,1,9,0,1,0,0,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.3567756,104.7936861,0,11,0,0,0,1,0,0,0,0,0,0,0,21,1,9,0,1,0,0,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.210762336,104.631085,0,12,0,0,0.892342894,1,0.147352645,1,0,0,0,0,0,21,1,19,0,1,0,0,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.215636134,104.6275534,0,12,0,0,0.067336459,1,0,0,1,0,0,0,0,21,0,19,0,1,0,1,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.222694891,104.6236517,1,24,7,0,0,0,0,0,0,0,0,0,0,11,0,18,23,1,0,1,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.222882173,104.626996,0,16,0,0,0.014772589,1,0,0,0,0,0,0,0,11,0,12,0,1,0,0,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.066162607,104.7168514,0,33,0,0,0.217158427,1,0,0,0,0,0,0,0,21,0,6,0,1,0,0,,,
16,Mixed/home Garden,4,Tree-based not oil palm,-3.065466988,104.7154066,0,15,0,0,0.406054371,0,0,0,0,0,0,0,0,12,0,9,0,1,0,1,,,
15,Rubber agroforestry,4,Tree-based not oil palm,-3.364387286,104.7645191,1,30,9,0,0,0,0,0,0,0,0,0,0,21,0,18,0,1,0,1,,,1
17,Paddy Field,18,Grass and savanna,-3.06436113,104.7654823,0,10,0,0,0.967865087,1,0,0,1,0,0,0,0,12,1,6,0,1,0,0,,,
2,Secondary Dryland Forest,2,Logged-over forest,-3.621445543,104.572595,1,29,11,0,0,0,0,0,0,0,0,0,0,11,0,28,0,0,0,1,,,
2,Secondary Dryland Forest,2,Logged-over forest,-3.75152198,104.3727782,1,42,13,0,0,0,0,0,0,0,0,0,0,11,0,47,8,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.541226315,104.5624059,1,33,8,0,0,0,0,0,0,0,19,0,0,11,0,14,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.537074892,104.5373592,0,24,0,0,0.70226102,0,0,0,0,0,14,0,0,11,0,13,0,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.259085614,104.6918626,0,32,5,0,0.138553493,0,0,0,0,0,38,0,0,11,0,7,0,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.261052078,104.695791,1,35,8,0,0,0,0,0,0,0,14,0,0,11,0,12,0,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.264249253,104.6872028,1,37,8,0,0,0,0,0,0,0,34,0,0,21,0,11,2,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.264035217,104.6969593,1,37,11,0,0,0,0,0,0,0,11,0,0,11,0,13,22,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.273024764,104.5610548,1,32,6,0,0,0,0,0,0,0,12,0,0,11,0,8,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.246274617,104.6190677,1,22,6,0,0,0,0,0,0,0,30,0,0,11,0,10,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.260178094,104.6292256,1,32,12,0,0,0,0,0,0,0,17,0,0,11,0,11,7,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.259848121,104.6278432,1,24,7,0,0,0,0,0,0,0,33,0,0,11,0,11,7,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.568083481,104.6236205,0,26,3,1,0,0,0,0,0,0,36,0,0,11,0,14,0,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.702275668,104.5979985,1,42,6,0,0,0,0,0,0,0,33,0,0,11,0,26,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.705624453,104.6049101,0,27,3,1,0,0,0,0,0,0,23,0,0,11,0,24,0,0,0,0,,,
